monthly_budget,days_into_month,rent_or_pg_spent_so_far,avg_daily_spend,std_daily_spend,trend_slope,max_daily_spend,overspend_risk
13163.0,13,5674.51,337.13,21.54,0.2687,368.64,SAFE
22498.0,27,9458.83,453.15,30.62,-1.0742,503.88,SAFE
23358.0,16,8893.34,360.11,30.23,-0.646,412.07,SAFE
8849.0,15,4266.84,211.22,11.23,-1.1532,229.43,SAFE
22062.0,20,11211.76,380.55,28.91,-0.0737,428.32,SAFE
16838.0,15,8124.93,367.64,155.98,4.5629,795.52,SAFE
20663.0,8,9432.01,438.3,105.89,44.7186,563.99,HIGH_RISK
12843.0,28,5121.76,251.89,17.13,0.0989,281.5,SAFE
9017.0,19,3355.46,140.57,31.25,5.4798,193.79,SAFE
24585.0,13,9294.12,677.28,43.3,1.8356,747.56,SAFE
24931.0,17,12023.93,405.8,93.09,18.2886,566.27,SAFE
15536.0,24,6602.8,305.51,71.45,-9.9724,446.81,SAFE
22052.0,3,8800.82,691.35,186.26,-57.3061,876.14,SAFE
20703.0,28,9382.58,273.44,56.94,6.7447,397.45,SAFE
22391.0,15,11104.08,740.02,282.0,25.3278,1377.34,CAUTION
10790.0,19,4209.28,325.39,188.03,-2.4846,791.49,SAFE
20368.0,7,8185.94,304.28,73.68,35.9603,424.65,HIGH_RISK
9018.0,6,3117.91,181.9,6.43,2.79,188.65,CAUTION
23640.0,29,11180.59,555.73,124.48,14.4931,768.71,SAFE
20603.0,4,9438.65,331.53,91.75,-81.2891,466.85,SAFE
11641.0,24,5336.83,216.26,15.57,0.0891,237.4,SAFE
21795.0,1,11170.61,244.52,0.0,0.0,244.52,SAFE
9063.0,2,3769.7,246.34,18.8,-37.5903,265.14,SAFE
19870.0,9,10175.67,421.2,195.11,26.7697,693.3,HIGH_RISK
9368.0,19,3077.8,229.98,17.08,1.9771,260.11,SAFE
16360.0,12,7063.59,250.76,55.72,15.7432,341.3,SAFE
23533.0,8,9102.51,495.63,118.82,50.1849,680.9,HIGH_RISK
22821.0,21,9790.7,438.09,195.76,-12.1648,946.42,SAFE
13760.0,29,6033.11,561.63,224.08,2.1421,1042.06,SAFE
9654.0,28,3526.83,221.84,49.55,5.9789,313.3,SAFE
10455.0,25,3917.5,179.57,37.8,5.0297,249.21,SAFE
21567.0,24,9523.9,475.42,33.13,-0.3407,529.33,SAFE
15012.0,14,6717.37,371.17,148.81,18.6389,722.98,CAUTION
9946.0,24,4946.89,209.61,45.51,-6.2978,294.7,SAFE
15595.0,9,6599.7,241.73,59.14,22.2029,352.55,CAUTION
10226.0,5,4214.25,252.46,106.69,-27.444,444.41,SAFE
24809.0,2,9134.37,568.74,226.17,-452.3403,794.91,SAFE
14035.0,3,5445.18,203.7,58.43,-70.2435,281.84,SAFE
10939.0,17,5080.39,255.39,55.47,10.7967,351.48,SAFE
9592.0,29,4246.75,156.59,34.73,3.9741,219.14,SAFE
10815.0,11,4862.2,257.68,16.21,-0.4132,279.78,SAFE
22372.0,13,7744.65,581.52,117.59,-30.4727,811.98,SAFE
13424.0,20,5403.63,377.96,162.82,-3.4628,703.81,SAFE
19983.0,27,8163.14,508.55,107.31,-13.3704,679.47,SAFE
14886.0,11,5393.88,239.7,58.46,18.0391,341.37,SAFE
18291.0,8,8562.98,258.45,20.69,-0.4087,286.31,SAFE
8502.0,21,3443.9,285.17,106.86,1.002,483.28,SAFE
14949.0,15,6042.05,264.95,59.86,13.2885,370.59,SAFE
24860.0,3,12130.7,511.85,141.7,-173.0773,692.27,SAFE
17939.0,2,7235.68,423.32,147.4,294.7986,570.72,HIGH_RISK
16301.0,21,7632.63,345.86,27.34,-0.5737,380.65,SAFE
16556.0,4,6361.5,525.65,219.64,-141.7808,781.43,SAFE
24318.0,11,10257.99,1142.73,376.17,13.3461,1705.65,HIGH_RISK
24237.0,19,8230.82,365.87,26.26,-0.9718,402.63,SAFE
10500.0,10,4102.81,142.52,31.92,10.8387,188.51,SAFE
14880.0,18,6314.64,371.83,80.42,15.0107,531.55,SAFE
15962.0,8,8437.49,260.54,63.54,27.2284,362.74,HIGH_RISK
20767.0,10,9332.68,542.22,330.83,-12.6074,1101.12,SAFE
19130.0,30,6745.51,313.8,63.96,-7.1858,426.41,SAFE
8714.0,7,3206.44,171.64,37.67,18.3207,220.33,HIGH_RISK
22696.0,16,9074.53,507.28,28.04,1.0187,562.64,SAFE
13927.0,24,5037.35,217.29,13.48,-0.0911,239.77,SAFE
16933.0,5,7382.98,306.81,113.16,60.9246,452.63,HIGH_RISK
20069.0,15,7724.29,522.42,39.47,-0.6883,567.25,SAFE
10085.0,28,4690.65,206.81,45.4,5.4114,274.3,SAFE
23858.0,20,8596.31,671.93,149.14,-24.9577,899.67,SAFE
21218.0,13,7998.82,423.97,86.33,22.5082,563.27,SAFE
11951.0,21,5459.68,175.85,34.89,-5.5454,229.48,SAFE
10788.0,22,3934.32,197.58,45.26,6.9042,282.32,SAFE
10566.0,16,5160.88,218.66,43.9,9.1689,286.77,SAFE
11527.0,12,5529.05,198.62,46.45,13.0537,280.66,CAUTION
21137.0,26,7849.46,487.34,104.59,-13.303,673.09,SAFE
20137.0,15,8854.2,585.78,268.78,-8.3261,1255.5,SAFE
8803.0,10,3850.96,205.76,48.47,16.6871,288.75,HIGH_RISK
15386.0,2,5593.64,500.35,46.27,92.5453,546.62,HIGH_RISK
23646.0,13,10676.39,414.86,29.98,-2.1049,455.43,SAFE
13093.0,8,5610.63,270.67,19.85,2.8243,294.44,CAUTION
13153.0,19,5354.14,300.62,63.13,11.1166,402.0,SAFE
15255.0,7,5339.45,632.58,239.38,64.5455,914.81,HIGH_RISK
12115.0,17,4471.97,302.98,71.65,14.3337,414.82,SAFE
22813.0,22,9463.38,424.24,28.15,0.8142,466.49,SAFE
12228.0,10,5494.71,152.36,34.55,-11.7393,213.22,SAFE
23560.0,9,11039.82,442.87,212.88,-4.2184,931.87,SAFE
13431.0,28,5035.74,309.87,71.44,-8.519,452.43,SAFE
14221.0,15,6951.09,331.2,70.17,-15.8817,435.14,SAFE
21369.0,13,8205.73,455.32,41.19,2.7397,503.27,SAFE
9035.0,28,4126.7,158.87,70.49,-1.7937,365.17,SAFE
12274.0,7,5726.41,187.15,44.66,-21.8684,252.8,SAFE
18856.0,5,6431.88,290.49,22.09,3.8595,317.91,SAFE
12706.0,2,4811.09,201.67,64.09,128.1782,265.76,HIGH_RISK
11769.0,16,5794.21,226.63,110.81,-5.8059,573.16,SAFE
9716.0,27,3935.47,182.55,13.71,-0.6012,210.41,SAFE
23001.0,11,9318.5,794.71,282.3,-23.9898,1226.96,SAFE
24439.0,29,11109.41,880.1,393.17,10.4663,1682.3,SAFE
13429.0,24,5299.31,555.56,164.92,3.9085,786.87,SAFE
21025.0,17,9463.98,368.68,80.86,-16.0746,512.9,SAFE
15505.0,4,7080.51,310.17,128.57,9.5723,461.57,HIGH_RISK
17071.0,1,8352.37,368.68,0.0,0.0,368.68,CAUTION
18235.0,27,8811.64,453.37,98.27,-12.1381,652.83,SAFE
18868.0,26,7841.29,587.66,242.85,6.5423,1140.21,SAFE
9075.0,12,3572.35,218.58,78.55,4.743,336.79,CAUTION
13334.0,26,5543.93,296.91,19.62,0.5182,330.09,SAFE
21086.0,25,8054.51,308.39,67.98,9.0585,423.53,SAFE
11518.0,7,6003.5,193.21,39.27,19.227,263.54,HIGH_RISK
12345.0,15,4127.77,224.27,14.4,0.0705,244.56,SAFE
14511.0,6,5216.47,201.02,44.07,25.0974,274.09,HIGH_RISK
11509.0,18,4687.07,205.79,15.3,0.291,227.36,SAFE
19132.0,12,9612.51,343.26,21.85,1.1225,373.87,SAFE
11026.0,29,5191.13,169.12,36.28,-4.1829,246.05,SAFE
14007.0,11,5978.5,218.49,53.79,16.7054,312.4,CAUTION
21530.0,17,9546.68,346.06,21.55,0.4482,373.8,SAFE
19994.0,14,7890.79,492.66,33.99,-1.6419,552.95,SAFE
8650.0,15,3026.54,261.43,59.48,13.3671,371.45,CAUTION
22397.0,19,9881.37,302.86,20.02,0.9319,326.41,SAFE
17138.0,16,8260.82,559.56,226.05,2.9034,1127.79,CAUTION
22876.0,16,8812.66,521.5,110.06,-22.5921,759.52,SAFE
8797.0,18,4241.17,116.04,27.78,5.2304,162.79,SAFE
10120.0,10,4040.39,500.19,190.93,-31.922,848.1,SAFE
21778.0,2,9313.33,405.57,171.56,-343.127,577.13,SAFE
23611.0,11,9868.25,561.61,130.55,-40.6354,812.68,SAFE
9308.0,1,4295.34,110.49,0.0,0.0,110.49,SAFE
17095.0,11,7304.41,318.91,76.0,-23.4563,439.86,SAFE
15933.0,24,6105.68,465.57,29.84,1.4799,515.58,SAFE
19287.0,12,7665.13,448.9,226.47,-9.7773,943.87,SAFE
23316.0,29,9227.6,353.84,21.9,-0.6267,386.26,SAFE
18509.0,29,9191.76,261.16,17.24,-0.5105,286.07,SAFE
12722.0,15,4660.57,327.5,19.51,-0.8469,362.81,SAFE
13674.0,2,5728.52,196.42,68.93,137.8624,265.35,HIGH_RISK
10021.0,9,3817.18,352.52,183.0,27.3495,799.81,HIGH_RISK
17221.0,6,7195.7,418.7,171.8,-41.8333,621.68,SAFE
20735.0,26,8527.84,445.23,99.5,12.76,655.23,SAFE
21127.0,8,8628.42,575.92,127.81,54.9528,739.13,HIGH_RISK
12397.0,8,6483.95,272.8,69.78,-4.5606,353.84,CAUTION
9844.0,13,4365.91,200.97,45.1,11.7625,280.88,CAUTION
24400.0,24,10728.88,396.92,88.1,-12.3693,562.71,SAFE
11306.0,10,4697.03,223.58,18.67,2.4882,245.52,SAFE
10605.0,11,4665.28,333.86,160.5,-15.1716,623.45,SAFE
11387.0,10,5696.64,262.89,17.51,-0.3523,283.67,CAUTION
16227.0,18,5794.05,320.78,72.09,13.4069,440.71,SAFE
15179.0,2,5638.09,268.44,108.12,216.2489,376.57,HIGH_RISK
23126.0,30,8842.64,532.25,33.75,0.1624,596.58,SAFE
18607.0,29,8985.86,314.03,22.74,-0.0207,346.03,SAFE
21771.0,9,9311.6,550.11,319.53,-4.7756,1384.03,CAUTION
10962.0,6,3678.74,227.94,55.48,32.1898,297.15,HIGH_RISK
16228.0,14,6334.28,406.83,81.17,-19.3939,523.1,SAFE
13599.0,4,4709.52,284.5,10.8,8.0127,296.73,CAUTION
14238.0,11,6478.04,348.94,80.19,24.4026,476.63,HIGH_RISK
9119.0,7,3587.6,258.52,53.86,26.4442,325.52,HIGH_RISK
17849.0,29,6865.93,562.15,276.91,5.9703,1289.81,SAFE
17984.0,15,8686.46,295.07,21.76,-0.0558,329.83,SAFE
21574.0,15,10543.15,508.61,34.63,2.8342,554.28,SAFE
20446.0,27,8653.06,295.12,66.83,8.238,421.4,SAFE
18087.0,27,7059.54,449.37,91.37,-11.3253,580.24,SAFE
19533.0,4,7531.33,546.18,155.62,-138.6478,740.09,SAFE
16916.0,24,5788.39,765.77,275.11,7.2135,1484.77,SAFE
22790.0,12,8640.28,688.35,163.44,46.0473,997.17,HIGH_RISK
23009.0,4,8753.27,338.4,3.78,2.4675,344.38,SAFE
15050.0,28,5235.42,390.54,85.6,-10.2558,539.49,SAFE
11659.0,24,5193.04,302.06,65.91,9.3338,423.1,SAFE
15107.0,7,7016.75,334.91,26.42,-1.0226,382.57,CAUTION
13224.0,2,5708.89,348.17,101.53,203.0555,449.7,HIGH_RISK
8063.0,25,3967.84,95.94,7.29,-0.0194,105.37,SAFE
12789.0,22,5259.53,366.28,130.75,-4.4411,579.09,SAFE
17962.0,24,8539.13,221.1,50.21,-7.0168,322.44,SAFE
11144.0,20,4235.85,251.19,15.6,0.5587,285.47,SAFE
8401.0,12,3712.52,203.45,12.25,0.1073,224.53,SAFE
18416.0,11,8003.11,406.34,78.19,-23.9298,514.14,SAFE
23713.0,2,8280.01,740.11,301.62,603.2392,1041.73,HIGH_RISK
19324.0,4,7230.23,509.41,15.89,6.5172,533.95,HIGH_RISK
23137.0,13,10994.44,553.56,202.83,-1.2286,843.56,SAFE
16601.0,14,6336.56,637.84,218.57,-8.4678,1082.2,CAUTION
8785.0,16,3622.57,137.79,32.3,-6.8423,194.05,SAFE
22776.0,2,11030.36,301.97,101.98,-203.9525,403.95,SAFE
23672.0,7,9143.54,529.5,32.04,-10.0367,566.47,SAFE
17849.0,26,6485.32,328.5,68.96,8.8422,452.5,SAFE
16813.0,5,8017.71,397.35,110.56,-77.8511,546.13,SAFE
14517.0,9,6992.74,360.05,81.98,30.6068,462.95,HIGH_RISK
8668.0,29,3779.02,194.71,12.2,-0.1488,218.73,SAFE
22853.0,26,9971.49,456.97,97.23,-12.4043,602.88,SAFE
13021.0,23,5999.18,291.78,21.33,-0.7764,323.41,SAFE
15085.0,13,6449.13,392.82,85.79,-22.5899,536.91,SAFE
13706.0,2,5558.95,238.72,64.85,-129.708,303.58,SAFE
12080.0,15,5055.22,176.34,34.75,7.7219,246.4,SAFE
19346.0,14,10175.39,214.92,48.9,11.8339,285.69,SAFE
18156.0,1,7928.27,519.87,0.0,0.0,519.87,HIGH_RISK
18014.0,24,7004.55,236.12,54.2,-7.5488,340.03,SAFE
20374.0,10,7882.28,329.01,72.86,-24.3143,449.69,SAFE
22007.0,13,10353.33,417.01,93.14,23.7464,603.25,CAUTION
21599.0,24,8159.24,501.53,35.71,-0.6537,567.53,SAFE
10921.0,22,4847.41,282.09,70.99,-10.8847,409.35,SAFE
12802.0,7,4435.81,386.11,99.83,49.4504,534.21,HIGH_RISK
12002.0,29,5173.6,195.64,16.04,-0.1512,220.18,SAFE
17776.0,16,8258.57,574.74,173.42,0.1433,833.82,CAUTION
13317.0,20,5128.13,225.98,51.29,-8.5967,313.16,SAFE
22422.0,3,9430.07,531.76,191.32,166.4886,793.45,HIGH_RISK
10468.0,29,4305.8,256.83,97.55,1.5223,479.49,SAFE
22483.0,12,9224.34,415.49,88.57,-24.4619,581.28,SAFE
21568.0,30,9600.39,385.87,83.62,9.1651,567.35,SAFE
11903.0,29,5399.2,224.33,15.87,0.1695,248.76,SAFE
15979.0,3,6876.79,245.58,16.12,19.6965,264.5,HIGH_RISK
18929.0,14,7667.76,379.06,21.89,-1.703,410.03,SAFE
22439.0,12,10379.78,531.43,47.32,-7.3596,601.39,SAFE
12862.0,7,5751.35,193.18,10.25,-0.7718,214.07,SAFE
14704.0,9,6737.53,201.6,44.26,-16.5792,274.15,SAFE
12991.0,19,6302.56,378.24,163.72,0.3276,771.3,SAFE
20493.0,26,9879.54,348.17,81.34,10.5839,513.79,SAFE
22239.0,19,8942.66,622.87,228.17,3.872,1285.87,SAFE
17350.0,25,7692.41,289.39,19.53,-0.6861,318.82,SAFE
9629.0,28,4757.64,133.54,8.52,-0.1283,146.25,SAFE
18186.0,13,8837.06,465.32,196.52,-12.3607,776.66,SAFE
10764.0,10,4668.08,214.81,52.79,-17.963,298.92,SAFE
9160.0,14,3176.04,394.69,185.23,14.8213,944.59,HIGH_RISK
18884.0,14,7530.23,428.25,96.61,-23.4076,586.31,SAFE
20841.0,5,10258.62,363.29,74.37,-51.9802,457.7,SAFE
13332.0,23,6059.2,426.16,171.8,-4.1593,753.11,SAFE
17220.0,29,6783.63,355.83,71.85,-8.2761,486.67,SAFE
15628.0,20,6749.75,542.51,198.68,11.375,1014.71,SAFE
9192.0,14,3574.54,275.59,62.35,-15.1258,382.78,SAFE
15186.0,19,7262.77,216.31,47.02,-8.3228,298.04,SAFE
12025.0,28,5301.6,420.25,247.17,3.641,925.01,SAFE
16629.0,16,5989.67,545.79,295.95,16.5441,1201.62,CAUTION
15293.0,17,6498.28,303.05,124.07,-0.2448,520.55,SAFE
12376.0,4,4482.65,359.15,55.38,-29.2445,450.78,SAFE
15461.0,23,6367.02,542.18,275.68,10.8484,1142.7,SAFE
20383.0,23,9369.69,534.49,30.7,-0.2216,580.04,SAFE
14643.0,22,6952.32,217.29,45.3,6.8856,287.54,SAFE
10967.0,27,4389.69,227.65,14.22,0.4802,246.13,SAFE
12626.0,23,5440.16,251.45,56.5,-8.2379,356.57,SAFE
10626.0,15,4863.24,140.63,32.77,7.3438,195.77,SAFE
14812.0,8,6986.89,234.41,50.29,21.4697,320.17,HIGH_RISK
18461.0,5,7899.47,533.6,187.04,-60.4701,754.69,SAFE
8133.0,16,3602.98,167.98,13.35,0.8142,189.88,SAFE
21362.0,15,8111.98,365.16,88.0,19.8653,511.32,SAFE
23935.0,22,11759.97,529.67,185.91,11.0559,1029.53,SAFE
11694.0,9,4256.39,381.9,132.36,-10.6262,630.55,SAFE
18871.0,15,7268.18,413.25,182.81,6.7681,755.33,SAFE
24044.0,24,9002.53,977.0,464.0,-3.6186,1997.75,SAFE
17653.0,29,7437.52,429.89,94.34,10.8933,580.25,SAFE
19851.0,15,7838.88,463.89,175.76,8.9903,760.91,SAFE
12309.0,21,5251.94,188.99,38.53,6.1495,261.42,SAFE
8257.0,6,3028.54,122.52,29.79,17.2635,171.01,HIGH_RISK
19207.0,12,8168.53,492.77,276.84,11.2075,1236.63,CAUTION
18188.0,10,8978.7,430.88,91.88,-30.1418,528.38,SAFE
10205.0,21,4085.78,434.22,154.13,-0.7358,749.02,SAFE
20119.0,8,9534.61,299.6,22.88,0.7105,331.86,SAFE
16119.0,10,7422.91,207.91,46.55,-15.5644,296.05,SAFE
20600.0,12,8685.51,548.85,35.47,-1.9104,612.55,SAFE
22089.0,29,7793.06,669.69,47.08,-1.1311,743.41,SAFE
11730.0,5,4352.16,361.06,55.4,-30.5941,435.1,SAFE
21754.0,3,8344.27,564.88,185.18,222.2884,813.16,HIGH_RISK
14462.0,1,6950.83,335.78,0.0,0.0,335.78,HIGH_RISK
10932.0,19,5502.48,125.33,9.69,-0.0133,139.06,SAFE
8645.0,21,3333.77,235.27,49.42,7.8128,324.05,SAFE
13978.0,5,5322.35,371.69,96.69,-66.8962,518.46,SAFE
23755.0,17,8353.62,687.06,158.88,-31.308,1013.99,SAFE
24846.0,25,8744.22,1225.15,438.65,3.9886,2608.14,SAFE
12825.0,3,4908.9,357.3,2.98,3.6305,361.13,HIGH_RISK
14190.0,15,6216.31,393.0,176.5,7.6365,853.03,CAUTION
23042.0,21,10914.08,489.62,105.03,16.8463,711.35,SAFE
16217.0,12,6992.75,362.88,75.42,20.6047,477.11,CAUTION
12138.0,30,4182.11,380.65,80.19,-8.9151,555.29,SAFE
20107.0,17,10682.83,259.41,16.7,-1.0917,280.53,SAFE
11330.0,4,5041.39,300.06,18.62,0.9519,317.67,HIGH_RISK
10712.0,8,4330.61,230.82,15.28,0.9395,254.89,SAFE
8698.0,28,3899.09,172.74,38.68,-4.6508,242.06,SAFE
18546.0,28,8960.43,282.26,19.78,0.9841,308.31,SAFE
24771.0,1,11082.08,783.76,0.0,0.0,783.76,HIGH_RISK
24168.0,10,10842.89,292.3,61.17,20.451,391.85,SAFE
11206.0,13,5501.17,198.79,49.23,12.9063,270.57,CAUTION
24138.0,12,11148.5,442.74,96.35,26.9989,597.28,CAUTION
23570.0,3,9354.83,452.24,126.98,154.3597,617.53,HIGH_RISK
18985.0,15,6815.8,330.76,21.19,0.318,360.34,SAFE
24566.0,10,10919.6,654.43,35.62,8.7405,707.27,CAUTION
11091.0,15,5097.89,362.85,140.94,-8.6214,658.59,SAFE
19792.0,29,8808.4,514.13,38.63,1.3683,570.25,SAFE
8872.0,19,3946.81,142.52,8.14,0.1601,157.56,SAFE
21648.0,8,7969.64,603.59,116.44,-49.5901,743.51,SAFE
22879.0,26,8535.79,504.06,120.07,15.6287,715.81,SAFE
8790.0,12,3639.05,208.56,47.03,-13.3335,278.37,SAFE
15728.0,15,6070.55,324.56,71.74,-16.1772,452.08,SAFE
18787.0,23,6928.36,564.41,116.73,16.829,758.11,SAFE
12073.0,18,5552.57,200.5,44.61,8.2805,276.5,SAFE
9540.0,22,4660.15,319.14,156.12,15.1878,704.8,SAFE
16671.0,3,7898.89,328.35,107.91,-132.1581,461.41,SAFE
19798.0,11,7406.58,436.02,95.42,28.8593,573.36,CAUTION
11133.0,19,4110.38,361.49,109.65,-2.8158,606.31,SAFE
23620.0,3,11224.16,417.9,79.67,8.201,530.17,CAUTION
15636.0,5,5932.18,356.24,93.93,66.1501,491.58,HIGH_RISK
15116.0,17,7178.74,253.98,53.86,10.5872,362.23,SAFE
14138.0,27,6939.19,185.52,11.08,0.4512,202.16,SAFE
10516.0,4,4876.53,178.68,46.85,41.8923,242.72,HIGH_RISK
12923.0,3,5872.3,336.68,102.11,66.0352,459.31,HIGH_RISK
13897.0,23,5917.34,238.91,15.98,-0.4286,266.42,SAFE
22208.0,22,10522.31,343.74,164.01,10.1324,746.14,SAFE
13351.0,18,5357.87,272.68,61.29,11.6298,380.03,SAFE
15559.0,6,6318.28,246.87,72.01,-41.4778,367.95,SAFE
20042.0,6,9235.29,338.27,69.41,-39.4224,458.22,SAFE
20148.0,18,9581.97,295.13,72.08,-13.6448,416.65,SAFE
18695.0,18,8836.8,405.23,207.6,16.532,889.63,SAFE
23151.0,12,10984.06,425.97,26.8,0.8709,468.88,SAFE
13493.0,11,5313.73,195.39,46.11,13.9493,287.7,SAFE
12438.0,17,5799.69,238.91,79.1,-0.051,374.95,SAFE
22386.0,6,9111.38,398.56,110.05,63.6684,567.65,HIGH_RISK
16312.0,29,6089.68,555.75,266.91,4.4242,1121.61,SAFE
20973.0,21,9576.25,266.52,21.11,-0.4122,295.15,SAFE
9328.0,6,4206.71,124.57,28.41,-16.2708,164.39,SAFE
17802.0,18,9144.04,371.84,89.92,-16.8358,550.19,SAFE
14899.0,27,6864.97,375.95,183.85,6.278,922.0,SAFE
14238.0,28,5233.7,502.45,195.32,-0.839,945.68,SAFE
17306.0,2,6333.85,641.87,67.9,-135.7968,709.77,SAFE
24985.0,24,9934.0,584.82,33.91,0.766,640.2,SAFE
24263.0,22,10368.92,465.79,101.66,-15.369,640.34,SAFE
16422.0,4,7737.96,327.9,75.78,-67.2647,419.2,SAFE
10074.0,18,4097.06,328.37,154.79,-5.1128,715.57,SAFE
19278.0,16,9227.94,467.94,104.25,21.7298,620.72,CAUTION
23482.0,17,9134.85,457.85,24.48,-0.6719,517.18,SAFE
24041.0,18,9199.25,484.44,115.91,21.9282,694.64,SAFE
21974.0,24,10570.5,467.57,103.04,-14.2471,652.27,SAFE
22134.0,18,11396.46,381.14,81.16,15.0025,532.05,SAFE
16144.0,27,5422.22,726.64,326.23,7.7264,1442.79,SAFE
16062.0,24,6978.07,431.8,30.37,1.4068,476.75,SAFE
11343.0,14,5013.84,225.64,9.74,-0.2393,244.44,SAFE
13209.0,27,5484.57,219.81,88.13,-1.5269,347.99,SAFE
14364.0,14,5918.2,599.12,269.93,7.7721,1241.18,CAUTION
18868.0,26,8922.01,642.0,276.39,2.021,1255.63,SAFE
22863.0,17,11710.23,244.9,51.77,-10.0688,326.13,SAFE
23515.0,15,9412.74,549.01,37.72,-0.9326,610.0,SAFE
15594.0,19,7107.83,414.97,138.62,-0.1511,704.66,SAFE
17917.0,1,7189.84,506.83,0.0,0.0,506.83,HIGH_RISK
19613.0,5,8829.34,513.76,123.28,-86.6069,683.28,SAFE
21133.0,15,9790.39,407.65,24.46,-1.0112,448.72,SAFE
23069.0,2,9856.94,582.7,125.68,-251.3561,708.38,SAFE
13890.0,6,5435.36,219.1,51.31,29.9351,295.59,HIGH_RISK
12808.0,17,5249.57,428.33,243.24,-13.2371,1031.91,SAFE
19673.0,22,9709.98,537.0,235.22,13.5475,1170.94,SAFE
11472.0,26,3908.24,343.75,75.89,9.782,488.06,SAFE
22680.0,22,10036.29,545.18,121.41,18.4862,768.35,SAFE
21982.0,27,10713.04,518.61,118.43,14.8855,721.53,SAFE
23519.0,14,8170.55,623.53,149.55,-35.5403,890.5,SAFE
15872.0,5,6470.39,432.99,105.82,72.653,566.72,HIGH_RISK
12106.0,24,5944.0,135.29,9.69,-0.0017,152.13,SAFE
11656.0,19,5167.69,304.65,20.97,-0.6577,342.02,SAFE
18707.0,29,6875.79,495.37,100.52,-11.4035,682.48,SAFE
16170.0,26,7155.76,428.67,88.46,-11.3465,572.58,SAFE
15631.0,4,6627.02,365.95,169.36,-108.3083,550.29,SAFE
15039.0,24,7682.46,267.53,58.36,-8.1367,373.92,SAFE
22993.0,23,10534.49,603.3,138.26,19.9767,881.0,SAFE
17188.0,5,6446.0,300.19,82.74,57.6363,397.06,HIGH_RISK
22025.0,2,11605.41,324.76,103.25,-206.4969,428.01,SAFE
16561.0,6,7307.87,289.6,13.67,-2.5923,303.62,SAFE
16135.0,13,7918.79,323.45,22.67,-2.2115,363.58,SAFE
18168.0,14,6595.64,408.43,24.32,2.1683,459.55,SAFE
24830.0,22,11003.14,482.43,113.28,17.4545,710.26,SAFE
20715.0,3,7887.91,791.27,287.37,-279.4101,1038.4,SAFE
12687.0,3,6266.6,162.45,6.93,5.2043,171.52,CAUTION
18906.0,9,7180.94,393.37,104.51,39.1663,590.7,HIGH_RISK
13626.0,17,6622.23,273.6,16.75,-0.8481,305.95,SAFE
17781.0,23,7665.84,329.52,76.82,-11.3001,456.86,SAFE
24802.0,3,11902.97,513.27,152.82,184.921,714.85,HIGH_RISK
24250.0,20,9949.25,672.13,152.14,25.4577,952.37,SAFE
19138.0,6,8532.07,464.18,26.63,4.2027,508.28,CAUTION
16820.0,17,8615.97,569.19,209.6,6.4093,1051.47,CAUTION
19884.0,13,7397.72,414.85,94.06,24.2517,595.18,CAUTION
9347.0,29,3514.56,301.84,142.27,4.8064,692.08,SAFE
15486.0,6,5802.96,426.35,29.01,1.2013,472.58,CAUTION
15498.0,5,5735.37,397.52,101.93,71.9879,545.62,HIGH_RISK
8145.0,14,3371.38,132.91,8.73,-0.0439,143.36,SAFE
22171.0,29,8564.4,551.92,227.1,3.3487,1213.9,SAFE
16792.0,16,7118.36,233.73,17.78,-0.0406,261.65,SAFE
13731.0,7,6117.15,434.56,137.86,43.6024,634.61,HIGH_RISK
13508.0,29,6472.02,208.27,11.99,0.2636,230.68,SAFE
21647.0,15,9783.13,271.36,64.44,14.5266,387.0,SAFE
21642.0,28,9935.05,415.5,94.35,-11.1749,574.61,SAFE
13586.0,5,6375.34,300.98,86.2,-18.8724,423.68,SAFE
24486.0,22,10989.69,623.16,42.47,0.2066,685.3,SAFE
18957.0,3,9059.92,312.55,20.59,-9.5867,335.61,SAFE
14480.0,25,6769.89,451.57,175.45,5.208,751.79,SAFE
20384.0,7,7864.99,725.19,276.93,-10.5325,1172.96,CAUTION
20654.0,18,8231.6,370.77,25.5,-0.3481,409.04,SAFE
20312.0,5,7696.31,560.99,100.94,-43.3882,748.71,SAFE
17759.0,19,8566.68,331.29,181.47,0.2885,799.02,SAFE
17080.0,4,6412.91,526.4,236.4,101.9801,887.99,HIGH_RISK
24077.0,26,8507.42,740.08,164.74,21.0228,1074.42,SAFE
9024.0,21,3584.28,180.84,11.97,-0.7234,196.74,SAFE
16590.0,28,6676.22,448.09,97.69,11.6434,612.32,SAFE
11984.0,27,4551.16,301.48,138.94,-4.2075,669.09,SAFE
24134.0,4,10404.62,515.19,127.17,-111.8531,707.93,SAFE
13773.0,27,5350.85,399.33,31.17,-1.1615,447.19,SAFE
22974.0,9,8305.31,922.35,601.2,-26.1715,2265.23,CAUTION
10285.0,1,3809.91,232.1,0.0,0.0,232.1,CAUTION
15702.0,5,5998.54,299.63,81.2,18.7497,379.41,HIGH_RISK
18226.0,7,8076.5,408.52,87.09,41.5083,498.02,HIGH_RISK
23002.0,29,10693.85,475.35,104.92,-12.0565,697.59,SAFE
18168.0,18,7113.58,283.52,18.37,-1.188,323.15,SAFE
8951.0,22,3844.72,211.55,12.08,0.1543,228.12,SAFE
15467.0,15,6869.16,287.84,62.36,14.0998,405.71,SAFE
